2.03869	-0.144842	-1.12793	-0.642083	2.0234	-0.253	1.7594	-0.0225	-0.898	0.4399
1.66406	0.29444	-0.624797	0.919036	1.4949	0.265544	1.4138	0.1783	-0.8358	0.549
1.10519	0.326198	-1.88956	-0.212472	1.0703	0.2573	1.096	0.4208	-0.7604	0.6494
0.940299	0.741871	-0.412916	0.616204	0.898874	0.896185	0.8111	0.7013	-0.673	0.7396
0.455769	1.15681	-1.64873	1.15146	0.4253	1.1767	0.5637	1.0152	-0.575	0.8181
0.483879	1.07206	0.379984	1.2722	0.228049	0.887571	0.3575	1.3576	-0.4679	0.8838
0.0168301	1.55638	-1.94692	1.1997	-0.0321	1.5593	0.1959	1.7233	-0.3535	0.9354
0.135645	1.95265	0.528023	2.39603	0.0258711	1.6912	0.0813	2.1062	-0.2334	0.9724
0.154675	2.52135	-0.121364	0.735077	0.1458	2.3311	0.0157	2.5006	-0.1097	0.994
0.0261403	3.01705	-0.37087	1.28595	0.01992	3.01983	0	2.9	0.0157	0.9999
